author;year;title;journal;pages;place;taxa;region;number
Walker, F.;1848;List of the specimens of dipterous insects in the collection of the British Museum, Part 1;London;1-299;;;/Nearc:/Neotr:/Austr:/Orien:/Afrot:/Palae:/UK/London/;8645
Walker, F.;1849;List of the specimens of dipterous insects in the collection of the British Museum, Part 2;London;231-484 (299-484);;Nusa n.sp./;/Nearc:/Neotr:/Austr:/Orien:/Afrot:/Palae:/UK/London/;8646
Walker, F.;1850;Characters of undescribed Diptera in the British Museum;The Zoologist 8;98-99;London;Eccritosia/Mallophora/;/Neotr:/Palae:/UK/London/;8647
Walker, F.;1851;Insecta Britannica. Diptera. Vol.I;London: Reeve & Benham;46-63;;;/Palae:/UK/;8649
Walker, F.;1854;List of the specimens of dipterous insects in the collection of the British Museum, Suppl.2, Part 6;London;331-506 (377-506);;Megapollyon n.gen./Heteropogon/;/Nearc:/Neotr:/Austr:/Orien:/Afrot:/Palae:/UK/London/;8650
Walker, F.;1855;List of the specimens of dipterous insects in the collection of the British Museum, Suppl.3, Part 7;London;507-775;;Ampyx n.gen./Pseudorus/;/Nearc:/Neotr:/Austr:/Orien:/Afrot:/Palae:/UK/London/;8651
Walker, F.;1856;Insecta saundersiana: or characters of undescribed insects in the collection of W.W.Saunders, Vol.1(5);London: J. Van Voorst;84-156, 455-458, pls. 3, 4;;Cabasa+ProlepsisEuarmostus+Pseudorus+Morimna+Nusa+Acurana+Scandon+Choerades+Phellus+Cormansis+Pheneus n.gen./;/Nearc:/Neotr:/Austr:/Orien:/Afrot:/Palae:/UK/London/;8652
Walker, F.;1857;Catalogue of dipterous insects collected at Sarawak, Borneo by A.R.Wallace, with descriptions of new species;Journal of the proceedings of the Linnean Society of London 1;105-136 (112-118);London;n.sp./;/Orien:/Borneo/;8653
Walker, F.;1857;Catalogue of dipterous insects collected at Singapore and Malacca by A.R.Wallace, with descriptions of new species;Journal of the proceedings of the Linnean Society of London 1;4-39 (9-14);London;n.sp./;/Orien:/Singapore/;8654
Walker, F.;1857;Characters of undescribed Diptera in the collection of W.W.Saunders;Transactions of the Entomological Society of London 4;116-158 (126-130);London;;/Neotr:/;8655
Walker, F.;1858;Characters of undescribed Diptera in the collection of W.W.Saunders;Transactions of the Entomological Society of London (2)4;190-235;London;?/;/Neotr:/;8656
Walker, F.;1859;Catalogue of dipterous insects collected in the Aru Islands by A.R.Wallace, with descriptions of new species;Journal of the proceedings of the Linnean Society of London 3;77-131 (83-89, 128);London;Maira n.sp./Dasypogon+Laphria+Trupanea+Ommatius+Leptogaster n.sp./;/Orien:/Aru Islands/Wiesbaden/;8657
Walker, F.;1860;Characters of undescribed Diptera in the collection of W.W.Saunders;Transactions of the Entomological Society of London (2)5;268-334 (276-284);London;;/Neotr:/;8658
Walker, F.;1861;Catalogue of dipterous insects collected at Dorey, New Guinea by A.R.Wallace, with descriptions of new species;Journal of the proceedings of the Linnean Society of London 5;229-254 (233-237);London;;/Orien:/New Guinea/;8659
Walker, F.;1861;Catalogue of dipterous insects collected at Menado in Celebes, and in Tond, by A.R.Wallace, with descriptions of new species;Journal of the proceedings of the Linnean Society of London 5;258-270;London;;/Orien:/Celebes/Indonesien/;8660
Walker, F.;1861;Catalogue of dipterous insects collected in Amboyna by A.R.Wallace;Journal of the proceedings of the Linnean Society of London 5;144-168 (146-148);London;;/Orien:/;8661
Walker, F.;1861;Catalogue of dipterous insects collected in the Batchian, Kaisan and Makian, and in Tidon in Celebes by A.R.Wallace, with descriptions of new species;Journal of the proceedings of the Linnean Society of London 5;270-303 (277-282, 302);London;;/Orien:/;8662
Walker, F.;1861;Characters of undescribed Diptera in the collection of W.W.Saunders;Transactions of the Entomological Society of London (2)5;297-334;London;;/Neotr:/;8663
Walker, F.;1862;Catalogue of dipterous insects collected at Gilolo, Ternata and Ceram by A.R.Wallace;Journal of the proceedings of the Linnean Society of London 6;4-23;London;;/Orien:/Ceram/;8664
Walker, F.;1864;Catalogue of dipterous insects collected in Waigiou, Mysol and North Ceram by A.R.Wallace, with descriptions of new species;Journal of the proceedings of the Linnean Society of London 7;202-238;London;;/Austr:/Orien:/Ceram/;8665
Walker, F.;1865;Descriptions of new species of dipterous insects from the Island of Salwatty, near New Guinea;Journal of the proceedings of the Linnean Society of London 8;130-136;London;;/Orien:/;8666
Walker, F.;1865;Descriptions of new species of dipterous insects of New Guinea;Journal of the proceedings of the Linnean Society of London 8;102-130 (109-110);London;;/Orien:/New Guinea/;8667
Walker, F.;1868;Synopsis of the Diptera of the Eastern Archipelago discovered by Mr.Wallace and noticed in the Journal of the Linnean Society;Journal of the proceedings of the Linnean Society of London 9;1-30;London;;/Austr:/Orien:/;8668
Walker, F.;1871;List of Diptera collected in Egypt and Arabia, by J.K.Lord, Esq., with descriptions of the species new to science;The Entomologist 5;255-263, 271-275, 339-346;London;Dasypogon/Asilus/Damalis/Tabanidae/Syrphidae/Conopidae/Tachinidae/;/Afrot:/Palae:/Egypt/Arabia/North Africa/;8669
Wallace, H.R.;1953;The ecology of the insect fauna of pine stumps;Journal of animal ecology 22;154-171;Cambridge;Dysmachus/Lasiopogon/Philonicus/;/Palae:/UK/;8670
Wallis, J.B.;1913;Robber fly and tiger beetle;The Canadian Entomologist 45;135;Ottawa;Cicindela/Carabidae/Coleoptera/;/Nearc:/Canada/;8671
Wallis, J.B.;1961;The Cicindelidae of Canada;Toronto: University of Toronto Press;74 pp. (8);;Coleoptera/Carabidae/Cicindela/;/Nearc:/Canada/;8672
Walsh, B.D. & Riley, C.V.;1869;Asilus fly larvae;The American Entomologist 1;225, figs. 161-162;Lanham;Asilus/;/Nearc:/;8673
Walter, D.E. & Winterton, S.;2007;Keys and the Crisis in Taxonomy: Extinction or Reinvention?;Annual Review of Entomology 52;193-208;Stanford;;;11008
Walton, W.R.;1910;A new species of Dasyllis from Pennsylvania;Entomological News 21;243-244, pl. 9;Vincentown;Dassylis n.sp./;/Nearc:/USA/Pennsylvania/;8679
Walton, W.R.;1911;Corrections in Diptera of the New Jersey list of insects, 1909;Entomological News 22;182;Vincentown;;/Palae:/Europe/UK/;9830
Walton, W.R.;1914;Report on some parasitic and predaceous Diptera from northeastern New Mexico;Proceedings of the United States National Museum 48 (No. 2070);171-186 (174-175);Washington;;/Nearc:/USA/New Mexico/;9831
Walton, W.R.;1922;Grasshopper control in relation to cereal and forage crops;*USDA Farmers Bull. 747;20 pp. (12);Beltsville;Promachus vertebratus/Orthoptera/;/Nearc:/;9832
Wappler, T.;2003;Die Insekten aus dem Mittel-Eozän des Eckfelder Maares, Vulkaneifel;Mainzer Naturwissenschaftliches Archiv Beiheft 27;234 p. + 18 plts. (156-158);Mainz;;/Palae:/Europe/Germany/;10755
Warriner, M.D.;2004;First Arkansas record of the robber fly Microstylum morosum (Diptera: Asilidae);The Southwestern Naturalist 49(1);83-84;Austin;Microstylum/;/Nearc:/USA/Arkansas/;10965
Washburn, F.L.;1902;Insects notably injurious in 1902;*University of Minnesota, Agriculture Experiment Station, Bulletin 77;74 pp. (28);Minneapolis;;/Nearc:/USA/Minnesota/;10184
Washburn, F.L.;1905;The Diptera of Minnesota;*University of Minnesota, Agriculture Experiment Station, Bulletin 93;18-168 (86-88);Minneapolis;;/Nearc:/USA/Minnesota/;8686
Waterston, J.;1916;Notes on African Chalcidoidea - IV;Bulletin of Entomological Research 6(4);413-423 (417);Wallingford;Promachus fasciatus/Hymenoptera/;/Afrot:/;9833
Watmough, R.H.;1974;Biology and behavior of carpenter bees in southern Africa;Journal of the Entomoligal Society of South Africa 37;261-281 (267, 269);Pretoria;Hyperechia/Hymenoptera/;/Afrot:/South Africa/;9834
Watts, J.G. & Hewitt, G.B. & Huddleston, E.W. & Kinzer, H.G. & Lavigne, R.J. & Ueckert, D.N.;1990;Rangeland Entomology;*Society of Range Management., Range Science Series No. 2.  (2nd ed., rev.);388 pp. (5, 25, 94, 186);?;;;9835
Webb, J.;2007;Spring field meeting 2007 - Norfolk Pingos 17-20th May;Bulletin of the Dipterists Forum 64;23-25;Leicestershire;Lasiopogon/Dysmachus/;/Palae:/Europe/UK/;11067
Weber, G. & Lavigne, R.;2004;Notes on the behaviour of Blepharotes coriarius (Wiedemann, 1830) (Diptera: Asilidae) with a description of the pupal case;Studia dipterologica 11(1);13-21;Halle (Saale);Blepharotes/;/Aust:/Austrialia/;10757
Weber, N.;1935;The biology of the thatching ant, Formica rufa obscuripes Forel in North Dakota;Ecological Monographs 5;165-206 (196);Durham;Asilus notatus/;/Nearc:/USA/North Dakota/;10185
Wedmann, S.;2000;Die Insekten der oberoligozänen Fossillagerstätte Enspel (Westerwald, Deutschland);Manizer Naturwissenschaftliches Archiv, Beiheft 23;154 pp. (98-99);Mainz;;/Palae:/Europe/Germany/;10545
Weeks, L. & Hespenheide, H.A.;1985;Predatory and mating behavior of Stichopogon (Diptera: Asilidae) in Arizona;Pan-Pacific Entomologist 61;95-104;San Francisco;Stichopogon/;/Nearc:/USA/Arizona/;8706
Wei, X. & Xu, X. & DeLoach, C.J.;1995;Biological control of white grubs (Coleoptera: Scarabaeidae) by larvae of Promachus yesonicus (Diptera: Asilidae) in China;Biological Control 5(2);290-296;San Diego;Promachus/Scarabaeidae/;/Palae:/Orien:/China/;9732
Weidner, H.;1969;Die Entomologischen Sammlungen des Zoologischen Staatsinstituts und Zoologischen Museums Hamburg, Teil XII, Insecta IX;Mitteilungen des Hamburger Zoologsichen Museums und Instituts 66;227-236;Hamburg;;/palae:/Europe/Germany/Hamburg/;10926
Weigand, B.;1924;Die Dipteren des Oberrheins. Beitrag zu einem Verzeichnis;Mitteilungen der Badischen Entomologischen Vereinigung 1(3/4);108-116;Freiburg;Diptera/Syrphidae/Asilidae/Tachinidae/Tabanidae/;/Palae:/Baden-Württemberg/Germany/;8730
Weinberg, M.;1965;Contributions to the study of Asilidae (Diptera) of Rumania;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 5;185-190, pl.;Bucuresti;Dioctria/Pycnopogon/Pogonosoma/Stichopogon/Holopogon/;/Palae:/Roumania/;8733
Weinberg, M.;1967;Further data on the Asilidae (Diptera) from the Danube Delta;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 7;299-311;Bucuresti;Echthistus/Astochia/Dysmachus/Machimus/;/Palae:/Roumania/;8734
Weinberg, M.;1967;Ord. Diptera (Fam. Nemestrinidae, Asilidae, Conopidae, Sciomysidae). - In: Scobiola-Palade, X. & Popescu-Gorj, A.: L´entomofaune de fôret du sud de la Dobroudja;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 7;213-221;Bucuresti;Diptera/Conopidae/Asilidae/Sciomyzidae/;/Palae:/;8735
Weinberg, M.;1968;Dysmachus antipai n.sp. (Diptera, Asilidae);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 8;885-897;Bucuresti;Dysmachus antipai n.sp./;/Palae:/Bulgaria/;8737
Weinberg, M.;1968;Nouvelles espèces du dipteres dans la faune de la Roumanie;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 9;431-435;Bucuresti;Hoplotriclis pallasi/Cyrtidae/Conopidae/Therevidae/;/Palae:/Roumania/;8738
Weinberg, M.;1968;Ord.Diptera-Brachycera (Fam. Stratiomyidae, Tabanidae, Asilidae, Conopidae et Sciomyzidae), in: L`Entomofaune de l`ile de Letea (Delta du Danube);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 9;281-291;Bucuresti;Stratiomyidae/Conopidae/Therevidae/Tabanidae/;/Palae:/Hungary/;8739
Weinberg, M.;1968;Sur la biologie de Dysmachus fuscipennis (Mg.) (Diptera-Asilidae);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 8;875-884;Bucuresti;Dysmachus fuscipennis/;/Palae:/;8740
Weinberg, M.;1969;Specii noi si rare de Asilidae (Diptera) in fauna Romaniei;*Vol. Com. St. Sez. Muzee 5;128-131;?;;/Palae:/Roumania/;8741
Weinberg, M.;1971;Analyse zoogeographique de la faune d`Asilidae (Diptera) de la Dobroudja (Roumanie SE);*Proceedings of the 13th International Congress of Entomology;214-215;Moscow;;/Palae:/Roumania/;8736
Weinberg, M.;1971;Asilidae (Diptera) de la région du futur lac artificial de `Portile de Fier` avec référence spéciale sur la variabilité et sur certains anomalies;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 11;313-322;Bucuresti;Dioctria flavipennis/Echthistus rufinervis/Dysmachus fuscipennis + bifurcus/;/Palae:/Roumania/;8742
Weinberg, M.;1972;Cercetari asupra Dipterelor Asilidae din Dobrogea - Rezumatul tezei de doctorat;Ph.D. Universitatea din Bucaresti, Facultatea de Biologie;49 pp.;Bucuresti;;/Palae:/Roumania/;8743
Weinberg, M.;1972;Ord.Diptera;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 12;207-215;Bucuresti;;/Palae:/;8744
Weinberg, M.;1973;Catalogue of Diptera types from the Museum of Natural History `Gr.Antipa`;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 13;273-280;Bucuresti;;/Palae:/Roumania/;8745
Weinberg, M.;1973;Données nouvelles concernant la nourriture des Asilidae (Diptera);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 13;281-290;Bucuresti;;/Palae:/;8746
Weinberg, M.;1973;Un cas d`anomalie génitale chez un Diptère Asilidae;L`Entomologiste. Revue d`amateurs 29(4-5);164-165;Paris;Habropogon n.sp./;/Palae:/North Africa/;8747
Weinberg, M.;1974;Diptera - Asilidae from the Slovenske Narodne Museum Bratislava;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 15;191-196;Bucuresti;Lasiopogon/;/Palae:/Bratislava/Yugoslavia/;8748
Weinberg, M.;1974;Données concernant le systeme genital chez les Asilidae (Diptera);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 15;173-179;Bucuresti;;/Palae:/;8749
Weinberg, M.;1974;Ord.Diptera in: L`entomofauna du `grind`Saraturile - Sf.Gheorghe (Delta du Danube);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 14;175-178;Bucuresti;;/Palae:/Roumania/;8750
Weinberg, M.;1975;Diptera - Stratiomyidae, Tabanidae, Nemestrinidae, Cyrtidae, Asilidae, Leptogastridae, Thervidae, Conopidae si Sciomyzidae;*Monographia Acad. R.S. Romania `Portile de Fier.` 1975;279-283;Bucuresti;Stratiomyidae/;/Roumania/;8751
Weinberg, M.;1975;Echthistus cognatus Loew (Diptera - Asilidae) from Romani and new data concerning the genus Echthistus Loew;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 16;207-213;Bucuresti;Echthistus/;/Palae:/Roumania/;8752
Weinberg, M.;1975;Revision of some type specimens of the genus Dasypogon Mg. (Diptera, Asilidae) from the collections of the Berlin Museum;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 16;215-221;Bucuresti;Dasypogon/Molobratia/;/Palae:/Berlin/;8753
Weinberg, M.;1976;New type specimens of Diptera in the collections of the `Gr.Antipa` Museum;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 17;111-113;Bucuresti;;/Palae:/Roumania/;8754
Weinberg, M.;1976;Ord.Diptera in: L`entomofauna du nord de la Dobrogea, la zone Macin - Tulcea - Niculitei;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 17;173-178;Bucuresti;;/Palae:/;8755
Weinberg, M.;1977;New data concerning the genus Molobratia Hull (Diptera, Asilidae);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 18;261-266;Bucuresti;Molobratia/;/Palae:/;8756
Weinberg, M.;1977;Rezultatele cercetarilor in Dobrogea privind dipterele Asilidae;*Peuce, Zoologia V 5;43-51;?;;/Palae:/;8757
Weinberg, M.;1978;Contribution to the knowledge of the morphology and biology of the species Lasiopogon montanus Schin. (Diptera, Asilidae) from the Southern Carpathian Mountains;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 19;293-296;Bucuresti;Lasiopogon/;/Palae:/Russia/;8758
Weinberg, M.;1979;Dasypogon bacescui sp.n. (Diptera, Asilidae);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 20;281-285;Bucuresti;Dasypogon n.sp./;/Palae:/;8759
Weinberg, M.;1980;Dipteres Asilides du Parc National du Retezat;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 21;199-203;Bucuresti;;/Palae:/Roumania/;8760
Weinberg, M.;1980;Erax crassicauda (Loew, 1862) et Erax punctatus (Meigen, 1804) (Diptera, Asilidae);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 21;443-451;Bucuresti;Erax/;/Palae:/;8761
Weinberg, M.;1982;Contribution to the knowledge of the Asilidae and Bombyliidae (Diptera) of Romania;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 24;135-145;Bucuresti;Dioctria/Pogonosoma/Bombyliidae/;/Palae:/Roumania/;8762
Weinberg, M.;1982;Dipteran type specimens recently introduced in the collections of the `Gripore Antipa` Natural History Museum;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 24;291-296;Bucuresti;Syrphidae/Cheilosia/Paragus/;/Palae:/Roumania/;8763
Weinberg, M.;1985;Dasypogon kugleri, a new species of Asilidae (Diptera) from Yugoslavia;Israel Journal of Entomology 19;193-196;Bet Dagan;Dasypogon n.sp./;/Palae:/Yugoslavia/;8765
Weinberg, M.;1985;Rezultatele cercetarilor privind fauna de Diptere (Fam. Stratiomyidae, Nemestrinidae, Asilidae, Therevidae, Bombyliidae, Conopidae, Sciomyzidae) din Delta Dunarii (Grindurile Letea si Caraorman);*Muzeui Deltei Dunarii II, Studii si Comunicari de ent. 1983, Tulcea 1985;131-134;?;Stratiomyidae/Bombyliidae/Conopidae/Therevidae/Nemestrinidae/Sciomyzidae/;/Palae:/Roumania/;8767
Weinberg, M.;1986;Remarks on the genus Dasypogon Meigen, 1803 (Diptera, Asilidae) with the description of two new species;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 28;89-99;Bucuresti;Dasypogon n.sp./;/Palae:/Mongolia/Trans Caucasus/;8768
Weinberg, M.;1987;Dasypogon geradi n.sp. and the designation of the neotype of Dasypogon diadema (Fabricius, 1781) (Diptera, Asilidae);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 29;155-164;Bucuresti;Dasypogon n.sp./;/Palae:/;8769
Weinberg, M.;1989;New type Diptera specimens introduced in the collections of the `Grigore Antipa` Natural History Museum, Bucharest;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 30;105-109;Bucuresti;Dasypogon/Neomochtherus/Stenopogon/;/Palae:/Roumania/;8771
Weinberg, M.;1991;Genus Dasypogon Meigen, 1803 (Diptera, Asilidae) in Greece, with the description of the species Dasypogon tsacasi n. sp.;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 31;295-305;Bucuresti;Dasypogon n.sp./;/Palae:/Greece/;8772
Weinberg, M.;1992;Specifications regarding the genus Molobratia Hull, 1958 (Diptera, Asilidae), and the comletion of the diagnoses of the type species Molobrotia teutonus (Linnaeus, 1767);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 32;217-224;Bucuresti;Molobratia/;/Palae:/;8773
Weinberg, M.;1995;Three species of Asilidae (Diptera) mentioned for the first time in Romania;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 35;353-356;Bucuresti;Cyrtopogon/Lithoeciscus/Tolmerus/Epitriptus cowini/Antiphrisson/;/Palae:/Roumania/;8775
Weinberg, M.;1996;Note concernant la présence des Asilides (Diptera, Asilidae) dans le Parc National Retezat (Roumanie);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 36;251-253;Bucuresti;Andrenosoma atra/;/Palae:/Roumania/;8777
Weinberg, M.;1999;Specifications on the synonyms of genus Cyrtopogon Loew, 1847 (Diptera: Asilidae);Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 41;337-338;Bucuresti;Cyrtopogon/Cyclosocerus/;/Palae:/Nearc:/;10691
Weinberg, M.;2001;Diptera (pars) preserved at the Natural Sciences Museum of Iasi (Romania);Travaux du Museum d`Histoire Naturelle `Grigore Antipa´ 43;433-436;Bucuresti;;/Palae:/Romania/Roumania/;10725
Weinberg, M.;2001;Terminalia of three Stenopogoninae species (Diptera: Asilidae) from Spain;Travaux du Museum d`Histoire Naturelle `Grigore Antipa` 43;241-247;Bucuresti;;/Palae:/Spain/;10679
